,Title,Price,Location,Bed
1490,NEWLY REMODELED DOWNSTAIRS 2 BDRM,2245, gilroy,"2
800ft2"
1491,NEWLY REMODELED DOWNSTAIRS 2 BDRM,2245, gilroy,"2
800ft2"
1492,NEWLY REMODELED DOWNSTAIRS 2 BDRM,2245, gilroy,"2
800ft2"
1493,NEWLY REMODELED DOWNSTAIRS 2 BDRM,2245, gilroy,"2
800ft2"
1494,TOP FLOOR ONE BEDROOM,2245, mountain view,"1
771ft2"
1495,EXPERIENCE ELEGANCE WITH BRAND NEW PREMIUM FINISHES,2245, sunnyvale,1
1496,LUX 1X1! NEW APPLIANCES / CUSTOM CABINETS / WOOD FLOORING/ IN HOME W&D,2245, sunnyvale,1
1497,Price Drop & Move-In Specials!! Call Today For Details,2247,NA,"1
816ft2"
1498,Look & Lease Today! Deposit On US!!,2247,NA,"1
816ft2"
1499,Large 1 Bedroom| Move-in Ready!! Deposit On Us!!,2247,NA,"1
816ft2"
1500,Deposit On Us! Call For Details,2247,NA,"1
816ft2"
1501,Lock In Our Low Rates Today & Deposits On Us!!,2247,NA,"1
816ft2"
1502,"Laundry Care Center, Fitness Center, Pool & Low, Low Rates!!!",2247,NA,"1
816ft2"
1503,Look & Lease Today! Deposit On US!!,2247,NA,"1
816ft2"
1504,"$1,000 Off Move-In Cost!! Look & Lease Today!!",2247,NA,"1
816ft2"
1505,"1 Bed - 1 Bath, Wood-Grain Flooring & Spacious Balcony",2247,NA,"1
816ft2"
1506,"Large 1 Bedroom Available Now- $1,000 Bonus!!",2247,NA,"1
816ft2"
1507,"1 Bed - 1 Bath, Covered Parking, Resort-Style Swimming Pool",2247,NA,"1
816ft2"
1508,Velocity @ Lawrence Station: Studio apartment Move in Special,2250, santa clara,520ft2
1509,1.5B/1B (With Den) Available for Sublease - 824 sq ft,2250,NA,"1
824ft2"
1510,"2 bed 1 bath $2,250 apartment available soon! 575 Nido Dr, #4,",2250, campbell,2
1511,Newly renovated 2nd floor 1br/ 1ba apt in a great location Ava. soon,2250, mountain view,"1
600ft2"
1512,Campbell Apartment - Quartz Counter tops & Stainless steel Appliances!,2250, campbell,"2
850ft2"
1513,Two Bedroom,2250, santa clara,"2
800ft2"
1514,"Remodeled 1Bed/1Bath in quiet park setting, min's from 280/880/87",2250, willow glen / cambrian,"1
720ft2"
1515,"Bright, Quiet, Clean Apt in Great West SJ Location",2250, san jose west,"2
910ft2"
1516,OPEN SHOWING: Saturday March 2nd at 10am! 2 Bedroom with Garage!,2250, santa clara,2
1517,Two Bedroom Apartment!,2250, sunnyvale,2
1518,You'll fall in LOVE with the VIEW! Convenient Location!,2250, campbell,"1
650ft2"
1519,Dont Miss This Great Deal! Renovated 1 Bedroom 1 Bathroom,2250, campbell,"1
650ft2"
1520,Top Floor Corner Unit W/ Balcony,2250, campbell,"1
650ft2"
1521,Relax and Unwind in Your New Home~ SPRING SAVINGS,2250, campbell,"1
650ft2"
1522,Look & Lease Today * PRICE DROP,2250, campbell,"1
650ft2"
1523,"543 Troy Drive #4, San Jose, CA",2250, san jose west,"2
700ft2"
1524,Home in country,2250, gilroy,NA
1525,Minutes from Downtown Campbell,2250, campbell,"1
650ft2"
1526,Middle of Everything ~ Find your new HOME in Campbell,2250, campbell,"2
650ft2"
1527,We Welcome You with Open Arms,2250, campbell,"1
650ft2"
1528,Spring Into Savings @ Campbell Plaza Apartments,2250, campbell,"1
650ft2"
1529,Top Floor Corner Unit W/ Balcony & AC,2250, campbell,"1
650ft2"
1530,Lowest Price in Campbell ~ Most Spacious 1x1,2250, campbell,"1
650ft2"
1531,Optimal Storage In Prime Location,2250, campbell,"1
650ft2"
1532,2 Bed 1 Bath Near Santana Row!!,2250, san jose west,"2
800ft2"
1533,Live in the Country - Furnished,2250, los gatos,1
1534,Immediate Move-in One Month Free!,2250, san jose west,2
1535,"900sf ground floor, 2 decks, walk-in closet. water & garbage included",2250, san jose west,"1
900ft2"
1536,Immediate Move-in One Month Free!,2250, san jose west,2
1537,Two Bedroom/1Bath is Leasing For $2250!,2250, gilroy,"2
811ft2"
1538,"Apply Today, Move In Tomorrow!",2250, gilroy,"2
811ft2"
1539,Two Bedroom/1Bath is Leasing For $2250!,2250, gilroy,"2
811ft2"
1540,Two Bedroom/1Bath is Leasing For $2250!,2250, gilroy,"2
811ft2"
1541,Bright * Gorgeous * Hardwood Floor * Excellent West San Jose Location!,2250, san jose west,"1
712ft2"
1542,Immediate Move-in One Month Free!,2250, san jose west,2
1543,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1544,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1545,Welcome Home to Your Spacious 2BR 2BA Available on Promo Now!,2250, gilroy,"2
1024ft2"
1546,PET FRIENDLY ONE BEDROOM ON PROMO AVAILABLE NOW!,2250, gilroy,"1
706ft2"
1547,BEAUTIFUL GREAT LOCATION TWO BEDROOM TWO BATH ON PROMO NOW!,2250, gilroy,"2
1024ft2"
1548,This Renovated Studio Has The Wow Factor! Visit Us Today!,2250, san jose downtown,400ft2
1549,Immediate Move-in One Month Free !,2250, san jose west,2
1550,"Apply Today, Move In Tomorrow! *PROMOS ON RENT*",2250, gilroy,"2
811ft2"
1551,Two Bedroom/1Bath is Leasing For $2250! *PROMO ON RENT*,2250, gilroy,"2
811ft2"
1552,"Apply Today, Move In Tomorrow! *PROMO ON RENT*",2250, gilroy,"2
811ft2"
1553,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1554,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1555,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1556,"4-PLEX, TOWNHOUSE APARTMENT",2250, san jose south,"2
1200ft2"
1557,Country Lane School in a fantastic neighborhood!TOUR TODAY!,2250, san jose west,"1
900ft2"
1558,Newly Renovated 2 Bedroom Now Leasing!,2250, gilroy,"2
811ft2"
1559,Move easily with this downstairs 2 bedroom!,2250, gilroy,"2
811ft2"
1560,Immediate Move-in One Month Free !,2250, san jose west,2
1561,Welcome Home! 2 Bedroom 1 Bath!,2250, gilroy,"2
811ft2"
1562,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1563,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1564,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1565,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1566,"Excelent Location, Hardwood Floors,  Balcony, Bright, Spacious !!!!!",2250, san jose west,"1
712ft2"
1567,2Bed/1Bath Leasing $2250 at Terrazo Apts!,2250, gilroy,"2
750ft2"
1568,1.5B/1B (With Den) Available - 824 sq ft,2250, san jose south,"1
824ft2"
1569,"Everything You Need, All Right Here",2250, campbell,"1
650ft2"
1570,"Live at the Center	of Modern Conveniences &	Entertainment.",2250, campbell,"1
650ft2"
1571,"When Minutes Matter, Live where you Work & Play",2250, campbell,"1
650ft2"
1572,Immediate Move-in One Month Free !,2250, san jose west,2
1573,Life Just Got Better. Two Bedroom Two Bath On Promo Now!,2250, gilroy,"2
1024ft2"
1574,"REDUCED/Excellent - 2 Bedroom/1 Bath Tri-Plex/Condo Units, Morgan Hill",2250, morgan hill,"2
1000ft2"
1575,"REDUCED/Excellent - 2 Bedroom/1 Bath Tri-Plex/Condo Units, Morgan Hill",2250, morgan hill,"2
1000ft2"
1576,"REDUCED/Excellent - 2 Bedroom/1 Bath Tri-Plex/Condo Units, Morgan Hill",2250, morgan hill,"2
1000ft2"
1577,Immediate Move-in One Month Free !,2250, san jose west,2
1578,"Excelent Location, Hardwood Floors,  Balcony, Bright, Spacious !!!!!",2250, san jose west,"1
712ft2"
1579,We have the wonderful 2 bd/1ba You've been waiting for!,2250, gilroy,"2
811ft2"
1580,Looking for a bigger place... Try us!,2250, gilroy,"2
811ft2"
1581,Newly Renovated With Amazing Natural Light!,2250, gilroy,"2
811ft2"
1582,Youâ€™ll fall in LOVE with Cadena! Rent Today! Convenient Location!,2250, gilroy,"2
811ft2"
1583,Proper Design. Smartly Priced. Ready for Move-In!,2250, gilroy,"2
811ft2"
1584,Immediate Move-in One Month Free !,2250, san jose west,2
1585,Tour our newly renovated 2bd/1ba!,2250, gilroy,"2
811ft2"
1586,Newly Renovated With Amazing Natural Light!,2250, gilroy,"2
811ft2"
1587,Terrific Location 2bd/1ba Move in ready! Call us today!,2250, gilroy,"2
811ft2"
1588,You'll never want to leave this beautiful Gilroy place!,2250, gilroy,"2
811ft2"
1589,Home Sweet Home - Spacious Two Bedroom Available!,2250, gilroy,"2
811ft2"
1590,One bedroom with washer and dryer in unit. *Price reduced!!!,2250, san jose south,"1
705ft2"
1591,Immediate Move-in One Month Free !,2250, san jose west,2
1592,2BR 1-1/2 BA Apartment in San Jose,2250, san jose east,"2
950ft2"
1593,Look & Lease TODAY! Start Enjoying Your HOME,2250, campbell,"1
650ft2"
1594,ONLY ONE LEFT. 1 Bedroom for March move in!,2250, campbell,"1
650ft2"
1595,"453 S 11th St - Duet, 1 Bed+Den+Storage, 2-Story, Victorian Home",2250, san jose downtown,"1
700ft2"
1596,BEAUTIFUL GREAT LOCATION TWO BEDROOM TWO BATH ON PROMO NOW!,2250, gilroy,"2
1024ft2"
1597,2 bed 1bat,2250, willow glen / cambrian,"2
800ft2"
1598,"private patio, pergo floor, granite counter, garbage & water included",2250, san jose west,"1
900ft2"
1599,Immediate Move-in One Month Free !,2250, san jose west,2
1600,Immediate Move-in One Month Free !,2250, san jose west,2
1601,Looking for a Bigger Place? Try Us. 2BR 2BA Available Now!,2250, gilroy,"2
1024ft2"
1602,2 bedroom-1 bathroom,2250, willow glen / cambrian,"2
800ft2"
1603,Welcome Home to The Vineyards! Two Bedroom Two Bath On Promo Rate Now!,2250, gilroy,"2
1024ft2"
1604,Looking for a Bigger Place? Try Us. Two Bedroom Two Bath Available. Ap,2250, Gilroy,"2
1024ft2"
1605,"West San Jose, Hardwood Floors, Private Balcony, Second Floor, Nice!!!",2250, san jose west,"1
712ft2"
1606,Immediate Move-in One Month Free!,2250, san jose west,2
1607,GREAT COMMUNITY AT CADENA APARTMENTS!!!!,2250, gilroy,"2
811ft2"
1608,FEEL AT HOME IN OUR 2BEDROOM/1BATH AT CADENA!!,2250, gilroy,"2
811ft2"
1609,Apply today & Move in tomorrow!,2250, gilroy,"2
811ft2"
1610,Two Bedroom Apartment!,2250, sunnyvale,"2
790ft2"
1611,Immediate Move-in One Month Free!,2250, san jose west,2
1612,1 bedroom 1 bath Cupertino schools,2250, cupertino,1
1613,Immediate Move-in One Month Free!,2250, san jose west,2
1614,HURRY!!! AVAILABLE NOW!!! AWESOME DEAL 2 Bedroom 2 Bath,2250, gilroy,"2
1024ft2"
1615,Recently renovated Master Suites (2Br/2ba) home near San Jose Downtown,2250, san jose downtown,"2
820ft2"
1616,"543 Troy Drive #4, San Jose, CA",2250, san jose west,"2
700ft2"
1617,"Remod 4-plex near MV. All hardwood, d/w, micro, granite. pvt deck.Pool",2250, sunnyvale,"1
700ft2"
1618,Immediate Move-in One Month Free!,2250, san jose west,2
1619,LARGE TWO BEDROOM IN A QUIET 10 PLEX (6-6),2250, santa clara,"2
800ft2"
1620,Cadena Apartments Now Leasing 2bedroom/1bath!,2250, gilroy,"2
811ft2"
1621,"Excelent Location, Hardwood Floors,  Balcony, Bright, Spacious !!!!!",2250, san jose west,"1
712ft2"
1622,Immediate Move-in One Month Free!,2250, san jose west,2
1623,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1624,Terrazo Apts NOW LEASING!,2250, gilroy,"2
750ft2"
1625,Low Security Deposit For 2Bed/1Bath,2250, gilroy,"2
816ft2"
1626,Immediate Move-in One Month Free!,2250, san jose west,2
1627,LARGE TWO BEDROOM IN A QUIET 10 PLEX (6-6),2250, santa clara,"2
800ft2"
1628,"Big Bedrooms, Two parking spaces, Great location",2250, san jose west,"2
900ft2"
1629,Renovated Campbell 1 Bedroom,2250, campbell,"1
650ft2"
1630,Welcome Home to The Vineyards! Two Bedroom Two Bath On Promo Rate Now!,2250, gilroy,"2
1024ft2"
1631,Immediate Move-in One Month Free!,2250, san jose west,2
1632,LARGE TWO BEDROOM IN A QUIET 10 PLEX (6-6),2250, santa clara,"2
800ft2"
1633,"Remod 4-plex nr Mtn View.All hardwood, d/w, micro, granite, deck. Pool",2250, sunnyvale,"1
700ft2"
1634,Low Security Deposit For 2Bed/1Bath,2250, gilroy,"2
816ft2"
1635,Two Bedroom/1Bath is Leasing For $2250!,2250, gilroy,"2
811ft2"
1636,Low Security Deposit For 2Bed/1Bath,2250, gilroy,"2
816ft2"
1637,"Apply Today, Move In Tomorrow!",2250, gilroy,"2
811ft2"
1638,Immediate Move-in One Month Free!,2250, san jose west,2
1639,"Upgraded 24 hr fitness center, 10 minutes from Westfield Oakridge Mall",2250, san jose south,"1
720ft2"
1640,Gorgeous 1bd/1ba Furnished Condo in Evergreen with all 10/10 schools!,2250, san jose east,"1
650ft2"
1641,Duplex one bedrooms & large b.Everthing is new,2250, san jose downtown,"1
850ft2"
1642,LARGE TWO BEDROOM IN A QUIET 10 PLEX (6-6),2250, santa clara,"2
800ft2"
1643,Immediate Move-in One Month Free!,2250, san jose west,2
1644,"West San Jose, Hardwood Floors, Private Balcony, Second Floor, Nice!!!",2250, san jose west,"1
712ft2"
1645,2 BEDROOM - 1 BAT,2250, willow glen / cambrian,"2
800ft2"
1646,Extra Large 742 SQ FT 1 Bed 1 Bath Apartment,2250, San Jose,"1
742ft2"
1647,"Right next to 680 & Public Transportation, BBQ areas w/Community Hall",2253, san jose north,"1
610ft2"
1648,"Beautiful Apt Home with Detached Garage, Pet friendly, Right by 680!",2253, san jose north,"1
610ft2"
1649,"Backyard barbecue grills, Picnic area, Private patios and balconies",2253, san jose south,"1
701ft2"
1650,One bedroom / washer and dryer in unit.,2255, san jose south,"1
700ft2"
1651,Stainless Steel / AC / Washer & Dryer - Look no further,2255, san jose south,"1
700ft2"
1652,PREMIER ONE BEDROOM * PREMIUM UPGRADES * IDEAL LOCATION,2258, sunnyvale,1
1653,"RESORT AMENITIES, PARK-LIKE SETTING IN PRIME LOCATION",2258, sunnyvale,1
1654,3rd Floor 1x1 - Pool View! Available For Move-In! Tour Today!,2260, san jose south,"1
806ft2"
1655,1BR/1BA Apt. Minutes Away from Lawrence Square Shopping Center!,2260, santa clara,"1
645ft2"
1656,DON'T MISS A GREAT 1BR/1BA APARTMENT WITH A PRIVATE BALCONY,2260, santa clara,"1
645ft2"
1657,Wonderful Studio Close To Downtown!!,2261, sunnyvale,530ft2
1658,"Spacious one bedroom w/ washer n dryer , garage included",2262, san jose south,754ft2
1659,Exceptional Two Bedroom With Lots of Space! Don't Miss This One!,2264, san jose south,"2
880ft2"
1660,"Last Biggest one bedroom with Garage, Pet Friendly w/Patio",2265, san jose north,"1
680ft2"
1661,"Three sparkling swimming pools, detached garage, gated community",2265, san jose north,"1
680ft2"
1662,2BR/1BA Home w/ Outdoor Playground & Swimming Pool,2265, san jose south,"2
880ft2"
1663,OPEN for TOUR Today!  Free 1st month's rent!!!,2265, san jose north,"1
652ft2"
1664,Hidden Gem in the â¤ï¸ Campbell! Check Us Out! 1 BR available Now!,2267, campbell,"1
660ft2"
1665,"$2269  1bd/1bath Luxuary APT , Washer/ Dryer included. $300 offer.",2269, santa clara,"1
725ft2"
1666,YOUR SEARCH ENDS HERE!! MOVE IN TODAY!!!!,2270, Tracy,"2
1080ft2"
1667,BEAUTIFULLY RENOVATED ONE BEDROOM TOWNHOME!,2270, campbell,"1
800ft2"
1668,You Will Love Coming Home To Gateway Crossing! Tour Today,2270, Tracy,"2
1080ft2"
1669,SAVE $$$ WITH A SHORT COMMUTE TO THE BAY AREA!!! CALL NOW!!,2270, Tracy,"2
1080ft2"
1670,THESE PRICES WON'T LAST FOREVER!,2270, Tracy,"2
1080ft2"
1671,You Will Love Coming Home To Gateway Crossing! Tour Today,2270, Tracy,"2
1080ft2"
1672,"Move Easily With This Ground Floor Studio, 2 Weeks Free!",2270, san jose downtown,560ft2
1673,"Built-in Computer Desks, Neighborhood Park and Play Area, BBQ Grills",2271, campbell,"1
771ft2"
1674,"Unheard of Price, Washer & Dryer in apt, Detached Garage!",2273, san jose north,"1
610ft2"
1675,"Beautiful Apt Home with Detached Garage, Pet friendly, Right by 680!",2273, san jose north,"1
610ft2"
1676,2 Bedroom / 1 bath in quiet neighborhood,2275, sunnyvale,"2
1000ft2"
1677,Price DROP! Find Your New Cozy Home at Pebble Creek!,2275, Minutes to Pruneyard Shopping Center,"1
647ft2"
1678,Campbell Community- Quiet & Quaint- Visit Pebble Creek Today!,2275, Minutes to Pruneyard Shopping Center,"1
647ft2"
1679,"1 Bed - 1 Bath, Private Yard, Expansive Patio/ Balcony Deck",2275,NA,"1
647ft2"
1680,Looking to Move to Campbell? Your Top Floor Cozy Home Awaits Here!,2275, Campbell,"1
647ft2"
1681,"1 Bed - 1 Bath, In Beautiful Campbell, Deposit Is On Us!",2275,NA,"1
647ft2"
1682,*** Comfortable and Convenient Two Bed / Two Bath Condo ***,2275, san jose south,"2
984ft2"
1683,Campbell- Find Your New Home Now- FREE MONTH ON US ðŸ”¥,2275, Campbell,"1
647ft2"
1684,Campbell ðŸ¤‘ Top Floor 1X1 Ready Now ðŸ’° First Month FREE,2275, Minutes to Pruneyard Shopping Center,"1
647ft2"
1685,âœ‚ï¸Cut Down On Those Move-in Costsâœ‚ï¸ DEPOSIT O,2275, Campbell,"1
647ft2"
1686,"Now Available, Granite Countertops, Pet Friendly",2275, san jose north,"1
664ft2"
1687,Updated Small Cozy 2 Bed 1 bath,2275, gilroy,2
1688,"Gourmet Kitchen, Themed Clubrooms",2275, san jose north,"2
664ft2"
1689,"ðŸ˜±OH YES WE DID ðŸ’°$1500 OFF - MOVE IN READYðŸ’°1 Bed, 1 Bath",2275, Campbell,"1
647ft2"
1690,Lowest Rates Of The Season! Lease Today!!,2275,NA,"1
816ft2"
1691,ðŸ¶$500 OFF MOVE IN PLUS 6 MONTHS PET RENT ON USðŸ±1X1 - CAMPBELL,2275, Campbell,"1
647ft2"
1692,ðŸ‘€LOOKðŸ‘€ ðŸ’²FIRST MONTH'S RENT FREEðŸ’² 1X1 IN BEAUTIFU,2275, Campbell,"1
647ft2"
1693,1X1 TOP FLOOR CORNER UNIT - FIRST MONTH'S RENT FREE - SUNNY CAMPBELL,2275,NA,"1
647ft2"
1694,ðŸ’²LEASE TODAY AND WE'LL COVER YOUR FIRST MONTH'S RENT AND DEPOSIT,2275, Campbell,"1
647ft2"
1695,"1 Bed - 1 Bath, Dog Park, Fitness Center, Visit Us Today!",2275,NA,"1
816ft2"
1696,ðŸ’²BONUSðŸ’² YOUR FIRST MONTHS RENT IS FREE! 1X1 - 1ST FLOOR - CAMPBE,2275, Campbell,"1
647ft2"
1697,ðŸ¶PET FRIENDLYðŸ± TOP FLOOR - 1X1 IN SUNNY CAMPBELL,2275,NA,"1
647ft2"
1698,ðŸ‘€ LOOK WHAT WE'RE GIVING AWAY! ðŸ‘€ 1X1 MOVE IN READY,2275,NA,"1
647ft2"
1699,"1 Bed - 1 Bath, Convenient to Highway 85, 17, and 880, Fitness Center",2275,NA,"1
816ft2"
1700,ðŸ’ŽDIAMOND CERTIFIED SAVINGSðŸ’Ž DON'T MISS THIS 1X1 IN CAMPBELL,2275, Campbell,"1
647ft2"
1701,ðŸ”‘PEBBLE CREEK HAS THE KEY TO YOUR NEW HOMEðŸ”‘1X1 TOP FLOOR - CAMPB,2275, Campbell,"1
647ft2"
1702,"Leasing Now, Granite Countertops, Fitness Center",2275, san jose north,"1
664ft2"
1703,Arrived!! Lease Your New Home!! Spacious Studio,2275, san jose south,549ft2
1704,THIS TWO BEDROOM WITH WASHER DRYER IS FOR YOU!,2275, san jose south,"2
1001ft2"
1705,Pet Friendly - 1bed 1ba - CAMPBELL,2275, Campbell,"1
647ft2"
1706,Campbell Community- Cozy Top Floor 1 Bed Home- Convenient Location!,2275, Minutes to Pruneyard Shopping Center,"1
647ft2"
1707,Welcome Studio home @ViO available soon..,2275, san jose south,549ft2
1708,Campbell Living At Its Finest! Stop By & See Us,2275,NA,"1
816ft2"
1709,"Now Available, Granite Countertops, Pet Friendly",2275, san jose north,"1
664ft2"
1710,Campbell- Cozy 1 Bedroom Home w/ TWO Closets!,2275, Campbell,"1
647ft2"
1711,"Pet-friendly community, Free Parking Near Great Mall shopping",2276, san jose north,"1
667ft2"
1712,Spacious 1 Bedroom Available Now!!Call Today To Schedule Tour!!,2278, los gatos,"1
729ft2"
1713,Spacious 1 Bedroom Available now!!!Call today to schedule tour!!!,2278, los gatos,"1
729ft2"
1714,You'll love staying home at Avana Almaden!!,2280, san jose south,"1
711ft2"
1715,Mountain View Studio! 2 weeks free!,2280, san jose downtown,560ft2
1716,1st Floor 1x1 W/ Breakfast bar & Tons of Closet space in San Jose!,2282, campbell,"1
650ft2"
1717,$2285  2bd 800ft2,2285, cupertino,"2
800ft2"
1718,Special! NEWLY PAINTED 1 BD 1 BA @ 2288 in WEST SAN JOSE,2288, san jose west,"1
760ft2"
1719,Heart of Downtown Los Gatos,2290, los gatos,2
1720,Well Maintained 2 Beds 1 Bath Duplex,2290, san jose east,"2
725ft2"
1721,Well Maintained 2 Beds 1 Bath Duplex,2290, san jose downtown,"2
725ft2"
1722,First Floor! 2 bedroom 2 bath,2290, san jose downtown,"2
1200ft2"
1723,Spacious Studio with Open floor plan!,2294, milpitas,581ft2
1724,Spacious Studio Top Floor!,2294, milpitas,581ft2
1725,"Great Location, View, Gym, 2 Pools, Central Heat/AC, Onsite Laundry",2295, gilroy,"2
940ft2"
1726,"Spacious, convenient 1x1 apt beautiful community! SUNNYVALE late MARCH",2295, sunnyvale,"1
660ft2"
1727,GREAT LOCATION Special Place to Live! Fresh and Clean,2295, san jose west,"2
900ft2"
1728,"Gorgeous, convenient 1x1 available MARCH 2019 in SUNNYVALE",2295, sunnyvale,"1
680ft2"
1729,"Remodeled 2 Bed 1 Bath TOUR 2/22 5:30pm, 2/24 1pm",2295, san jose downtown,2
1730,"$2,295.00 Recently Remodeled Townhouse Style Apartment for Rent",2295, santa clara,2
1731,"Remodeled 2 bed 1 bath TOUR 2/22 5:30pm, 2/24 1pm",2295, san jose downtown,2
1732,Newly Remodeled! Two 2B1B Ground Level Apartments for Rent!,2295, willow glen / cambrian,"2
800ft2"
1733,Unique 1b/1b Cottage apartment W/1car attached garage W/D  in Campbell,2295, campbell,"1
575ft2"
1734,"Remodeled 2 Bed 1 Bath Downtown San Jose TOUR 2/22 5:30pm, 2/24 1pm",2295, san jose downtown,2
1735,"2-Bed, 1.5-Bath Apt located between HWY 280 and HWY 101",2295, sunnyvale,"2
750ft2"
1736,"Newly Upgraded, BRAND NEW APPLIANCES, Ground Floor 1BR1BA!",2295, san jose west,1
1737,Get an Upgraded Home w/ a Reduced Rate - Close to Apple HQ!,2295, san jose west,1
1738,"New Carpets, New Appliances, Top Schools Walkable & Apple HQ is Close!",2295, san jose west,NA
1739,ðŸ©Flexible Leases Pool FitnessðŸŒˆ Near Apple Cupertino Schools,2295, cupertino,"1
600ft2"
1740,VERY Private & Large Util Paid Pool Mature Trees Great Loc bh44,2295, san jose west,"1
684ft2"
1741,1 Bed & 1 Bath - $250 Deposit,2295, san jose south,"1
726ft2"
1742,"2 bedroom 1 bath off Campbell ave , Showing Tuesday @ 4",2295, san jose west,"2
750ft2"
1743,Get settled in your new home! You'll be happy here!,2295, san jose south,"2
980ft2"
1744,2 bedrooms apt,2295, san jose south,"2
700ft2"
1745,"Newly updated! Spacious, beautiful and bright unit up for grabs!",2295, campbell,"1
675ft2"
1746,Retro Style 2 Bedroom Apartment by Rose Garden!,2295, san jose west,"2
940ft2"
1747,Love your new home! Water & garbage included! COME SEE!,2295, san jose south,"2
980ft2"
1748,Very Private & Large Util Paid Dogs Cats Ok Pool  Beautiful Trees bh_44,2295, san jose west,"1
684ft2"
1749,Love Where You Live! With Water & Trash INCLUDED!,2295, san jose south,"2
980ft2"
1750,"Fully equipped kitchen, Wood Flooring, Gym, Pool, great location",2295, sunnyvale,"1
560ft2"
1751,"Spring is near, relax by the pool this year! COME SEE!!",2295, san jose south,"2
980ft2"
1752,REASONABLY PRICED 2 bedroom with private patio in HEART OF TECH LAND,2295, santa clara,2
1753,"Remodeled 2 Bed 1 Bath Downtown San Jose TOUR 2/22 5:30pm, 2/24 1pm",2295, san jose downtown,2
1754,#NAME?,2295, campbell,"1
675ft2"
1755,"Lease Today, Close to 280 and 101, Live West of El Camino",2295, sunnyvale,"1
560ft2"
1756,Very Private & Large Dogs Cats OK Util Paid Beautiful Landscape Pool bh44,2295, san jose west,"1
684ft2"
1757,"Beautiful 2 bedroom, upstairs, water & trash included! READY NOW!",2295, san jose south,"2
980ft2"
1758,ðŸ°$750 off 1st month 1 Bed Near AppleðŸŽ Cupertino Schools,2295, cupertino,"1
600ft2"
1759,"Swimming Pool, Live West of El Camino",2295, sunnyvale,"1
560ft2"
1760,Love Where You Live! Water & Trash Included!,2295, san jose south,"2
980ft2"
1761,Very Large Ultra Private Util Included! Pool Pets OK Beautiful Landscape bh_44,2295, san jose west,"1
684ft2"
1762,"Gorgeous 1x1, Ready for Move in!",2295, san jose south,"1
675ft2"
1763,Very private Large apartment Utilities Paid pool pets OK Beautiful Landscape bh_,2295, san jose west,"1
684ft2"
1764,ðŸ’¥GREAT FIND  ðŸ’š Cupertino Schools NEAR  APPLE POOL SPA,2295, cupertino,"1
600ft2"
1765,1 Bedroom Apartment with Beautiful Trees Pool Pets OK,2295, san jose west,"1
684ft2"
1766,Gorgeous newly renovated one bedroom up for rent with new appliances!,2295, campbell,"1
675ft2"
1767,Spring Is Near! Move In Today! Water & Trash INCLUDED!,2295, san jose south,"2
980ft2"
1768,"Available Now! 1st Floor w/patio, Washer/Dryer in Unit!",2295, santa clara,"1
700ft2"
1769,Very Private & Large Util Paid Dogs Cats Ok Pool  Beautiful Trees bh_44,2295, san jose west,"1
684ft2"
1770,2 bedroom apt,2295, san jose downtown,"2
700ft2"
1771,Love Where You Live! Water & Trash Included!,2295, san jose south,"2
980ft2"
1772,"Park Setting, 2-bed 1.5-Bath, Corner of Blossom Hill Rd & Los Gatos Bl",2295, los gatos,"2
1200ft2"
1773,Ready Now! Spacious Upstairs Unit! Water & Trash INCLUDED!,2295, san jose south,"2
980ft2"
1774,Updated 2Bed/1Bath Apartment Conveniently Located in Santa Clara,2295, santa clara,"2
900ft2"
1775,"AC, gym, spa, pool, wood floors, walk to parks, shopping, and dining",2295, sunnyvale,"1
560ft2"
1776,2 bedroom 1 bath,2295, san jose south,"2
800ft2"
1777,Beautiful 2 bedroom READY NOW! Water & Garbage included,2295, san jose south,"2
980ft2"
1778,Large Unit Balcony Dogs and Cats OK,2295, san jose west,"1
684ft2"
1779,ðŸŽMust SEEâœ¨ REMODEL 1 BED JUST FOR ðŸ‘YOU CALL US HOME!,2295, cupertino,"1
600ft2"
1780,WELCOME HOME! Renovated w/WASHER/DRYER in Unit! Great Location,2295, santa clara,"1
700ft2"
1781,"Newly updated! Spacious, beautiful and bright unit up for grabs!",2295, campbell,"1
675ft2"
1782,2-Bedroom 1-Bath,2295, campbell,"2
900ft2"
1783,"Beautiful, RENOVATED, Downstairs 1 bedroom 1 bathroom $2295 now!",2295, morgan hill,"1
733ft2"
1784,Love Where You Live! Water & Trash INCLUDED!,2295, san jose south,"2
980ft2"
1785,Spacious Upstairs Home! Water & Trash Included! Must See!,2295, san jose south,"2
980ft2"
1786,Very Private & Large Dogs Cats OK Util Paid Beautiful Landscape Pool bh44,2295, san jose west,"1
684ft2"
